,start_station_name,end_station_name,value
70801,Brooklyn Bridge Park - Pier 2,Bushwick Ave & Harman St,2.0
114446,E 32 St & Park Ave,Dock St & Front St,2.0
167717,Lincoln Pl & Classon Ave,W 34 St & 11 Ave,2.0
167718,Lincoln Pl & Classon Ave,W 44 St & 11 Ave,2.0
167725,Lincoln Pl & Classon Ave,West St & Liberty St,2.0
167730,Linden St & Knickerbocker Ave,10 Ave & W 14 St,2.0
167734,Linden St & Knickerbocker Ave,Banker St & Meserole Ave,2.0
167739,Linden St & Knickerbocker Ave,Clinton Ave & Flushing Ave,2.0
167741,Linden St & Knickerbocker Ave,Coffey St & Ferris St,2.0
55752,Avenue D & E 10 St,E 93 St & 2 Ave,2.0
55755,Avenue D & E 10 St,Emerson Pl & Myrtle Ave,2.0
55757,Avenue D & E 10 St,Flushing Ave & Vanderbilt Ave,2.0
223101,Union Ave & E 169 St,W 170 St & University Ave,2.0
223113,Union Ave & Jackson St,3 Ave & Carroll St,2.0
223120,Union Ave & Jackson St,47 Ave & Skillman Ave,2.0
247172,W 44 St & 11 Ave,Concourse Village West & E 156 St,2.0
247173,W 44 St & 11 Ave,Congress St & Clinton St,2.0
121900,E 54 St & 1 Ave,South St & Pike St,2.0
121903,E 54 St & 1 Ave,Southpoint Park,2.0
10500,12 Ave & W 40 St,Devoe St & Morgan Ave,2.0
10501,12 Ave & W 40 St,Ditmars Blvd & 43 St,2.0
10509,12 Ave & W 40 St,Driggs Ave & N 9 St,2.0
10519,12 Ave & W 40 St,E 102 St & 1 Ave,2.0
55740,Avenue D & E 10 St,E 76 St & Park Ave,2.0
55743,Avenue D & E 10 St,E 81 St & York Ave,2.0
70843,Brooklyn Bridge Park - Pier 2,Church St & Worth St,2.0
114343,E 31 St & 3 Ave,Old Fulton St,2.0
114351,E 31 St & 3 Ave,Pleasant Ave & E 120 St,2.0
223142,Union Ave & Jackson St,Carroll St & Bond St,2.0
29450,44 Dr & Jackson Ave,East End Ave & E 86 St,2.0
29460,44 Dr & Jackson Ave,Kent Ave & S 11 St,2.0
121891,E 54 St & 1 Ave,Schermerhorn St & Bond St,2.0
121898,E 54 St & 1 Ave,Skillman Ave & Honeywell St,2.0
167800,Lispenard St & Broadway,Carroll St & Bond St,2.0
167802,Lispenard St & Broadway,Center Blvd & 51 Ave,2.0
167807,Lispenard St & Broadway,Coffey St & Ferris St,2.0
167812,Lispenard St & Broadway,Congress St & Hicks St,2.0
251765,W 56 St & 8 Ave,Home St & Westchester Ave,2.0
251768,W 56 St & 8 Ave,Jerome Ave & Ogden Ave,2.0
251774,W 56 St & 8 Ave,Macombs Pl & W 152 St,2.0
70839,Brooklyn Bridge Park - Pier 2,Cherry St,2.0
27795,4 Ave & Shore Road Dr,Brooklyn Bridge Park - Pier 2,2.0
27796,4 Ave & Shore Road Dr,Carlton Ave & Flushing Ave,2.0
70886,Brooklyn Bridge Park - Pier 2,Devoe St & Morgan Ave,2.0
70897,Brooklyn Bridge Park - Pier 2,Duane St & Hudson St,2.0
70901,Brooklyn Bridge Park - Pier 2,E 10 St & 2 Ave,2.0
114303,E 31 St & 3 Ave,E 106 St & 1 Ave,2.0
14374,2 Ave & E 72 St,Old Fulton St,2.0
37946,50 St & Barnett Ave,Clinton St & Cherry St,2.0
114336,E 31 St & 3 Ave,Metropolitan Ave & Vandervoort Ave,2.0
70829,Brooklyn Bridge Park - Pier 2,Central Ave & Melrose St,2.0
70831,Brooklyn Bridge Park - Pier 2,Central Ave & Weirfield St,2.0
251732,W 56 St & 8 Ave,Devoe St & Morgan Ave,2.0
251739,W 56 St & 8 Ave,E 132 St & Madison Ave,2.0
251743,W 56 St & 8 Ave,E 153 St & E 157 St,2.0
27788,4 Ave & Shore Road Dr,57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,2.0
27794,4 Ave & Shore Road Dr,Bridge St & Water St,2.0
53665,Atlantic Ave & Furman St,W 53 St & 10 Ave,2.0
53667,Atlantic Ave & Furman St,W 56 St & 8 Ave,2.0
53670,Atlantic Ave & Furman St,W 87 St & West End Ave,2.0
218502,St. Nicholas Ave & W 155 St,46 Ave & 5 St,2.0
37942,50 St & Barnett Ave,Astoria Park S & Shore Blvd,2.0
114304,E 31 St & 3 Ave,E 132 St & Madison Ave,2.0
114329,E 31 St & 3 Ave,Kent Ave & Division Ave,2.0
114334,E 31 St & 3 Ave,Macombs Pl & W 152 St,2.0
114361,E 31 St & 3 Ave,Roosevelt Island Tramway,2.0
70789,Brooklyn Bridge Park - Pier 2,Broadway & W 25 St,2.0
70791,Brooklyn Bridge Park - Pier 2,Broadway & W 36 St,2.0
53654,Atlantic Ave & Furman St,W 42 St & 6 Ave,2.0
53656,Atlantic Ave & Furman St,W 43 St & 10 Ave,2.0
53657,Atlantic Ave & Furman St,W 44 St & 11 Ave,2.0
53659,Atlantic Ave & Furman St,W 47 St & 10 Ave,2.0
53662,Atlantic Ave & Furman St,W 50 St & 10 Ave,2.0
114263,E 31 St & 3 Ave,19 St & 24 Ave,2.0
114265,E 31 St & 3 Ave,2 Ave & E 125 St,2.0
114268,E 31 St & 3 Ave,3 St & 3 Ave,2.0
114277,E 31 St & 3 Ave,Atlantic Ave & Furman St,2.0
114284,E 31 St & 3 Ave,Bridge St & Water St,2.0
114286,E 31 St & 3 Ave,Broadway & 12 St,2.0
251777,W 56 St & 8 Ave,Milton St & Franklin St,2.0
251780,W 56 St & 8 Ave,Motorgate,2.0
10496,12 Ave & W 40 St,Dean St & Hoyt St,2.0
5606,10 Ave & W 14 St,48 St & 37 Ave,2.0
5618,10 Ave & W 14 St,5 Ave & W 131 St,2.0
5620,10 Ave & W 14 St,5 St & Market St,2.0
5623,10 Ave & W 14 St,6 Ave & 12 St,2.0
5624,10 Ave & W 14 St,6 Ave & 9 St,2.0
223140,Union Ave & Jackson St,Bus Slip & State St,2.0
167852,Lispenard St & Broadway,Metropolitan Ave & Vandervoort Ave,2.0
3143,1 Ave & E 44 St,8 Ave & W 27 St,2.0
3154,1 Ave & E 44 St,Adam Clayton Powell Blvd & W 115 St,2.0
55800,Avenue D & E 10 St,Henry St & Atlantic Ave,2.0
55805,Avenue D & E 10 St,Hudson Blvd E & W 36 St,2.0
160990,King St & Varick St,W 181 St & Riverside Dr,2.0
161012,Kingsland Ave & Nassau Ave,1 Ave & E 39 St,2.0
161019,Kingsland Ave & Nassau Ave,3 Ave & Carroll St,2.0
161023,Kingsland Ave & Nassau Ave,34th Ave & Vernon Blvd,2.0
37947,50 St & Barnett Ave,Ditmars Blvd & 19 St,2.0
167831,Lispenard St & Broadway,E 82 St & East End Ave,2.0
167838,Lispenard St & Broadway,Fulton St & Pearl St,2.0
167842,Lispenard St & Broadway,Harrison Pl & Porter Ave,2.0
121914,E 54 St & 1 Ave,St Nicholas Ave & W 134 St,2.0
121943,E 54 St & 1 Ave,Vernon Blvd & 41 Rd,2.0
121951,E 54 St & 1 Ave,W 104 St & Amsterdam Ave,2.0
3138,1 Ave & E 44 St,72 St & 41 Ave,2.0
160966,King St & Varick St,Riverside Dr & W 148 St,2.0
160967,King St & Varick St,Riverside Dr & W 153 St,2.0
160982,King St & Varick St,Vernon Blvd & 50 Ave,2.0
218480,St. Nicholas Ave & W 126 St,W 52 St & 11 Ave,2.0
251806,W 56 St & 8 Ave,Roosevelt Island Tramway,2.0
251813,W 56 St & 8 Ave,Vernon Blvd & 10 St,2.0
251820,W 56 St & 8 Ave,W 147 St & Adam Clayton Powell Blvd,2.0
70914,Brooklyn Bridge Park - Pier 2,E 17 St & Broadway,2.0
67887,Broadway & W 220 St,Pleasant Ave & E 116 St,2.0
67896,Broadway & W 220 St,Riverside Dr & W 153 St,2.0
223165,Union Ave & Jackson St,FDR Drive & E 35 St,2.0
223171,Union Ave & Jackson St,Greenwich St & W Houston St,2.0
36646,5 St & 51 Ave,24 Ave & 29 St,2.0
36650,5 St & 51 Ave,27 Ave & 3 St,2.0
36662,5 St & 51 Ave,30 Ave & 21 St,2.0
160960,King St & Varick St,Pioneer St & Van Brunt St,2.0
247083,W 44 St & 11 Ave,Bridge St & Water St,2.0
247084,W 44 St & 11 Ave,Bridge St & York St,2.0
3158,1 Ave & E 44 St,Adam Clayton Powell Blvd & W 132 St,2.0
247104,W 44 St & 11 Ave,Broadway & W 168 St,2.0
247127,W 44 St & 11 Ave,Cadman Plaza E & Tillary St,2.0
67870,Broadway & W 220 St,Mt Morris Park W & W 120 St,2.0
67872,Broadway & W 220 St,Murray St & West St,2.0
67873,Broadway & W 220 St,Murray St\t& West St,2.0
251782,W 56 St & 8 Ave,N 15 St & Wythe Ave,2.0
251784,W 56 St & 8 Ave,Old Fulton St,2.0
27775,4 Ave & E 12 St,Wyckoff St & Nevins St,2.0
53622,Atlantic Ave & Furman St,W 10 St & Washington St,2.0
53625,Atlantic Ave & Furman St,W 116 St & Broadway,2.0
218461,St. Nicholas Ave & W 126 St,Sedgwick Ave & W Tremont Ave,2.0
247076,W 44 St & 11 Ave,Berry St & N 8 St,2.0
247081,W 44 St & 11 Ave,Bond St & Bergen St,2.0
70962,Brooklyn Bridge Park - Pier 2,E 68 St & Madison Ave,2.0
114184,E 30 St & Park Ave S,Lenox Ave & W 144 St,2.0
114194,E 30 St & Park Ave S,N 15 St & Wythe Ave,2.0
167926,Little West St & 1 Pl,1 St & 6 Ave,2.0
167930,Little West St & 1 Pl,10 St & 5 Ave,2.0
167943,Little West St & 1 Pl,2 Ave & E 96 St,2.0
53590,Atlantic Ave & Furman St,Stewart Ave & Johnson Ave,2.0
53597,Atlantic Ave & Furman St,Sumpter St & Fulton St,2.0
114226,E 30 St & Park Ave S,Vernon Blvd & 41 Rd,2.0
114227,E 30 St & Park Ave S,Vernon Blvd & 50 Ave,2.0
70905,Brooklyn Bridge Park - Pier 2,E 11 St & Avenue B,2.0
251791,W 56 St & 8 Ave,Pinehurst Ave & W 187 St,2.0
251799,W 56 St & 8 Ave,Riverside Dr & W 145 St,2.0
251852,W 59 St & 10 Ave,10 Ave & W 204 St,2.0
251857,W 59 St & 10 Ave,19 St & 24 Ave,2.0
70960,Brooklyn Bridge Park - Pier 2,E 6 St & Avenue D,2.0
218487,St. Nicholas Ave & W 126 St,Washington St & Laight St,2.0
53646,Atlantic Ave & Furman St,W 34 St &\tHudson Blvd E,2.0
53651,Atlantic Ave & Furman St,W 40 St & 5 Ave,2.0
53653,Atlantic Ave & Furman St,W 41 St & 8 Ave,2.0
167895,Lispenard St & Broadway,W 163 St & Riverside Dr,2.0
167896,Lispenard St & Broadway,W 181 St & Riverside Dr,2.0
114199,E 30 St & Park Ave S,Pearl St & Peck Slip,2.0
114214,E 30 St & Park Ave S,South St & Broad St,2.0
70921,Brooklyn Bridge Park - Pier 2,E 20 St & 2 Ave,2.0
70923,Brooklyn Bridge Park - Pier 2,E 22 St & 2 Ave,2.0
70929,Brooklyn Bridge Park - Pier 2,E 27 St & Park Ave S,2.0
70932,Brooklyn Bridge Park - Pier 2,E 31 St & 3 Ave,2.0
114233,E 30 St & Park Ave S,W 155 St & Frederick Douglass Blvd,2.0
114235,E 30 St & Park Ave S,W 181 St & Riverside Dr,2.0
114241,E 30 St & Park Ave S,Wards Meadow Comfort Station,2.0
114252,E 30 St & Park Ave S,Willis Ave & Bruckner Blvd,2.0
247073,W 44 St & 11 Ave,Bergen St & 4 Ave,2.0
251884,W 59 St & 10 Ave,Carroll St & Bond St,2.0
114151,E 30 St & Park Ave S,Commerce St & Van Brunt St,2.0
114158,E 30 St & Park Ave S,E 102 St & 1 Ave,2.0
114159,E 30 St & Park Ave S,E 138 St & 5 Av,2.0
114160,E 30 St & Park Ave S,E 138 St & Park Ave,2.0
70943,Brooklyn Bridge Park - Pier 2,E 44 St & Lexington Ave,2.0
70944,Brooklyn Bridge Park - Pier 2,E 45 St & 3 Ave,2.0
160930,King St & Varick St,E 89 St & York Ave,2.0
223160,Union Ave & Jackson St,E 20 St & FDR Dr,2.0
121968,E 54 St & 1 Ave,W 145 St & Amsterdam Ave,2.0
121975,E 54 St & 1 Ave,W 163 St & Riverside Dr,2.0
121980,E 54 St & 1 Ave,W 18 St & 9 Ave,2.0
121982,E 54 St & 1 Ave,W 181 St & Riverside Dr,2.0
67840,Broadway & W 220 St,Jerome Ave & E 181 St,2.0
247056,W 44 St & 11 Ave,Atlantic Ave & Furman St,2.0
160910,King St & Varick St,Commerce St & Van Brunt St,2.0
160912,King St & Varick St,Court St & Nelson St,2.0
18306,28 St & 41 Ave,2 Ave & E 125 St,2.0
18332,28 St & 41 Ave,Ave D & E 8 St,2.0
160918,King St & Varick St,Dwight St & Van Dyke St,2.0
160925,King St & Varick St,E 54 St & 1 Ave,2.0
160926,King St & Varick St,E 58 St & 1 Ave (NE Corner),2.0
160929,King St & Varick St,E 82 St & East End Ave,2.0
53599,Atlantic Ave & Furman St,Suydam St & Knickerbocker Ave,2.0
37988,50 St & Northern Blvd,48 Ave & 31 St,2.0
67858,Broadway & W 220 St,Loring Pl North & W 183 St,2.0
67865,Broadway & W 220 St,Morningside Dr & Amsterdam Ave,2.0
122011,E 54 St & 1 Ave,W 38 St & 9 Ave,2.0
29506,44 Dr & Jackson Ave,West St & Chambers St,2.0
29509,44 Dr & Jackson Ave,Wyckoff St & Nevins St,2.0
29513,44 St & 2 Ave,23 St & 3 Ave,2.0
251878,W 59 St & 10 Ave,Bailey Ave & Sedgwick Ave,2.0
37966,50 St & Barnett Ave,Wards Meadow Comfort Station,2.0
37969,50 St & Barnett Ave,Wythe Ave & Metropolitan Ave,2.0
37973,50 St & Northern Blvd,12 Ave & W 40 St,2.0
167973,Little West St & 1 Pl,46 St & 7 Ave,2.0
167984,Little West St & 1 Pl,5 Ave & E 93 St,2.0
167996,Little West St & 1 Pl,61 St & 39 Ave,2.0
168000,Little West St & 1 Pl,7 St & 3 Ave,2.0
114121,E 30 St & Park Ave S,45 Rd & 11 St,2.0
114126,E 30 St & Park Ave S,5 St & Market St,2.0
114127,E 30 St & Park Ave S,7 St & 3 Ave,2.0
114128,E 30 St & Park Ave S,8 St & Astoria Blvd,2.0
251864,W 59 St & 10 Ave,48 Ave & 5 St,2.0
251868,W 59 St & 10 Ave,Adam Clayton Powell Blvd & W 151 St,2.0
251875,W 59 St & 10 Ave,Avenue C & E 18 St,2.0
251877,W 59 St & 10 Ave,Avenue D & E 12 St,2.0
218421,St. Nicholas Ave & W 126 St,E 54 St & 1 Ave,2.0
218434,St. Nicholas Ave & W 126 St,Jerome Ave & Ogden Ave,2.0
167952,Little West St & 1 Pl,3 Ave & Schermerhorn St,2.0
167961,Little West St & 1 Pl,4 Ave & 17 St,2.0
167967,Little West St & 1 Pl,43 St & 37 Ave,2.0
218397,St. Nicholas Ave & W 126 St,Bailey Ave & Sedgwick Ave,2.0
218402,St. Nicholas Ave & W 126 St,Bus Slip & State St,2.0
114120,E 30 St & Park Ave S,31 Ave & 14 St,2.0
70951,Brooklyn Bridge Park - Pier 2,E 51 St & 1 Ave,2.0
70954,Brooklyn Bridge Park - Pier 2,E 54 St & 1 Ave,2.0
70956,Brooklyn Bridge Park - Pier 2,E 58 St & 1 Ave (NW Corner),2.0
27739,4 Ave & E 12 St,Smith St & 9 St,2.0
27744,4 Ave & E 12 St,Stagg St & Morgan Ave,2.0
251824,W 56 St & 8 Ave,W 163 St & Edgecombe Ave,2.0
218419,St. Nicholas Ave & W 126 St,E 47 St & 1 Ave,2.0
218420,St. Nicholas Ave & W 126 St,E 51 St & 1 Ave,2.0
168026,Little West St & 1 Pl,Amsterdam Ave & W 119 St,2.0
168029,Little West St & 1 Pl,Amsterdam Ave & W 183 St,2.0
168045,Little West St & 1 Pl,Banker St & Meserole Ave,2.0
168048,Little West St & 1 Pl,Bay St & Court St,2.0
218353,St. Anns Ave & E 144 St,Riverside Dr & W 145 St,2.0
218357,St. Anns Ave & E 144 St,W 155 St & Frederick Douglass Blvd,2.0
114075,E 3 St & Church Ave,23 St & 3 Ave,2.0
114079,E 3 St & Church Ave,42 St & 1 Ave,2.0
160886,King St & Varick St,8 St & Astoria Blvd,2.0
160898,King St & Varick St,Carlton Ave & Flushing Ave,2.0
160902,King St & Varick St,Center Blvd & 51 Ave,2.0
160909,King St & Varick St,Columbia St & Kane St,2.0
67849,Broadway & W 220 St,Lenox Ave & W 117 St,2.0
67852,Broadway & W 220 St,Lenox Ave & W 140 St,2.0
53569,Atlantic Ave & Furman St,South St & Broad St,2.0
168022,Little West St & 1 Pl,Albee Square W & Fulton St,2.0
67810,Broadway & W 220 St,Frederick Douglass Blvd & W 112 St,2.0
67814,Broadway & W 220 St,Frederick Douglass Blvd & W 139 St,2.0
223176,Union Ave & Jackson St,Kent Ave & S 11 St,2.0
223178,Union Ave & Jackson St,Market St & Cherry St,2.0
223199,Union Ave & Jackson St,South St & Broad St,2.0
223200,Union Ave & Jackson St,South St & Gouverneur Ln,2.0
223204,Union Ave & Jackson St,Stanton St & Mangin St,2.0
160885,King St & Varick St,7 St & 3 Ave,2.0
168011,Little West St & 1 Pl,9 Ave & W 39 St,2.0
247034,W 44 St & 11 Ave,Adam Clayton Powell Blvd & W 151 St,2.0
247042,W 44 St & 11 Ave,Amsterdam Ave & W 131 St,2.0
247046,W 44 St & 11 Ave,Amsterdam Ave & W 162 St,2.0
247054,W 44 St & 11 Ave,Ashland Pl & Dekalb Ave,2.0
122066,E 54 St & 1 Ave,Warren St & W Broadway,2.0
122070,E 54 St & 1 Ave,Washington Park,2.0
67805,Broadway & W 220 St,Forsyth St & Canal St,2.0
168067,Little West St & 1 Pl,Broad St & Water St,2.0
168080,Little West St & 1 Pl,Broadway & W 142 St,2.0
168081,Little West St & 1 Pl,Broadway & W 155 St,2.0
168083,Little West St & 1 Pl,Broadway & W 220 St,2.0
67821,Broadway & W 220 St,Grand Ave & W 181 St,2.0
67825,Broadway & W 220 St,Grand Concourse & E 166 St,2.0
67828,Broadway & W 220 St,Grand Concourse & E 192 St,2.0
67831,Broadway & W 220 St,Grand Concourse & E 199 St,2.0
2523,1 Ave & E 39 St,Green St & McGuinness Blvd,2.0
2525,1 Ave & E 39 St,Greene Ave & Nostrand Ave,2.0
70992,Brooklyn Bridge Park - Pier 2,Franklin Ave & St Marks Ave,2.0
70999,Brooklyn Bridge Park - Pier 2,Ft. Hamilton Pkwy & E 2 St,2.0
114040,E 3 St & 1 Ave,South St & Broad St,2.0
114046,E 3 St & 1 Ave,Union St & Nevins St,2.0
114053,E 3 St & 1 Ave,W 181 St & Riverside Dr,2.0
218379,St. Nicholas Ave & W 126 St,10 Ave & W 204 St,2.0
251924,W 59 St & 10 Ave,Lenox Ave & W 144 St,2.0
251930,W 59 St & 10 Ave,Milton St & Franklin St,2.0
251933,W 59 St & 10 Ave,Motorgate,2.0
27702,4 Ave & E 12 St,Fulton St & Pearl St,2.0
27707,4 Ave & E 12 St,India St Pier,2.0
27708,4 Ave & E 12 St,Jerome Ave & Ogden Ave,2.0
2508,1 Ave & E 39 St,Graham Ave & Withers St,2.0
2511,1 Ave & E 39 St,Grand Army Plaza & Plaza St West,2.0
114083,E 3 St & Church Ave,Atlantic Ave & Furman St,2.0
114087,E 3 St & Church Ave,Clinton Ave & Flushing Ave,2.0
114089,E 3 St & Church Ave,Columbia St & Degraw St,2.0
114091,E 3 St & Church Ave,Court St & Nelson St,2.0
114095,E 3 St & Church Ave,Front St & Jay St,2.0
114103,E 3 St & Church Ave,Van Brunt St & Van Dyke St,2.0
251912,W 59 St & 10 Ave,Edgecombe Ave & W 167 St,2.0
251916,W 59 St & 10 Ave,Front St & Jay St,2.0
114021,E 3 St & 1 Ave,N 15 St & Wythe Ave,2.0
70968,Brooklyn Bridge Park - Pier 2,E 81 St & York Ave,2.0
70969,Brooklyn Bridge Park - Pier 2,E 84 St & 1 Ave,2.0
70973,Brooklyn Bridge Park - Pier 2,E 9 St & 5 Ave,2.0
70982,Brooklyn Bridge Park - Pier 2,FDR Drive & E 35 St,2.0
27721,4 Ave & E 12 St,N 11 St & Kent Ave,2.0
251934,W 59 St & 10 Ave,N 11 St & Kent Ave,2.0
2498,1 Ave & E 39 St,Fulton St & Irving Pl,2.0
160866,Kent St & McGuinness Blvd,Water St & Main St,2.0
160878,King St & Varick St,3 Ave & Carroll St,2.0
36669,5 St & 51 Ave,31 Ave & 61 St,2.0
36671,5 St & 51 Ave,31 Ave & Steinway St,2.0
29514,44 St & 2 Ave,3 St & 3 Ave,2.0
247030,W 44 St & 11 Ave,Adam Clayton Powell Blvd & W 130 St,2.0
53525,Atlantic Ave & Furman St,Prospect Park SW & 10 Ave,2.0
113999,E 3 St & 1 Ave,E 82 St & East End Ave,2.0
29482,44 Dr & Jackson Ave,South St & Pike St,2.0
55830,Avenue D & E 10 St,Lewis Ave & Decatur St,2.0
160849,Kent St & McGuinness Blvd,Peck Slip & South St,2.0
160851,Kent St & McGuinness Blvd,Riverside Dr & W 72 St,2.0
160854,Kent St & McGuinness Blvd,Stagg St & Morgan Ave,2.0
160860,Kent St & McGuinness Blvd,Vernon Blvd & 41 Rd,2.0
160863,Kent St & McGuinness Blvd,Washington St & Gansevoort St,2.0
160865,Kent St & McGuinness Blvd,Water St & Gouverneur Ln,2.0
67832,Broadway & W 220 St,Grand Concourse & E 203 St,2.0
122079,E 54 St & 1 Ave,Water St & Main St,2.0
122080,E 54 St & 1 Ave,Watts St & Greenwich St,2.0
122094,E 54 St & 1 Ave,Willis Ave & E 137 St,2.0
122095,E 54 St & 1 Ave,Willis Ave & E 141 St,2.0
122096,E 54 St & 1 Ave,Willoughby Ave & Hall St,2.0
246986,W 44 St & 11 Ave,5 Av & W 139 St,2.0
247003,W 44 St & 11 Ave,6 Ave & 9 St,2.0
160830,Kent St & McGuinness Blvd,FDR Drive & E 35 St,2.0
160833,Kent St & McGuinness Blvd,Front St & Jay St,2.0
55818,Avenue D & E 10 St,Kent Ave & N 7 St,2.0
55823,Avenue D & E 10 St,Lafayette Ave & Classon Ave,2.0
55824,Avenue D & E 10 St,Lafayette Ave & Hunts Point Ave,2.0
67815,Broadway & W 220 St,Frederick Douglass Blvd & W 145 St,2.0
67819,Broadway & W 220 St,Goulden Ave & W 197 St,2.0
27677,4 Ave & E 12 St,Dock St & Front St,2.0
122139,E 55 St & 2 Ave,Amsterdam Ave & W 180 St,2.0
223216,Union Ave & Jackson St,Washington St & Laight St,2.0
223218,Union Ave & Jackson St,Water St & Gouverneur Ln,2.0
223224,Union Ave & Jackson St,Wyckoff St & Nevins St,2.0
223226,Union Ave & N 12 St,1 Ave & E 110 St,2.0
223231,Union Ave & N 12 St,12 Ave & W 125 St,2.0
223236,Union Ave & N 12 St,3 St & 3 Ave,2.0
223240,Union Ave & N 12 St,40 Ave & 9 St,2.0
218331,St. Anns Ave & E 144 St,E 132 St & Madison Ave,2.0
27668,4 Ave & E 12 St,Coffey St & Conover St,2.0
27672,4 Ave & E 12 St,Congress St & Hicks St,2.0
27673,4 Ave & E 12 St,Court St & Nelson St,2.0
122120,E 55 St & 2 Ave,3 St & Hoyt St,2.0
122122,E 55 St & 2 Ave,31 Ave & 14 St,2.0
122125,E 55 St & 2 Ave,40 Ave & 9 St,2.0
122134,E 55 St & 2 Ave,57 St & 1 Ave,2.0
2500,1 Ave & E 39 St,Fulton St & Waverly Ave,2.0
53542,Atlantic Ave & Furman St,Riverside Blvd & W 67 St,2.0
168104,Little West St & 1 Pl,Cabrini Blvd & W 177 St,2.0
168108,Little West St & 1 Pl,Calyer St & Jewel St,2.0
168111,Little West St & 1 Pl,Carlton Ave & Dean St,2.0
168117,Little West St & 1 Pl,Carroll St & Columbia St,2.0
218321,St. Anns Ave & E 144 St,10 Ave & W 204 St,2.0
218326,St. Anns Ave & E 144 St,Boone Ave & E 172 St,2.0
14418,2 Ave & E 72 St,W 155 St & Frederick Douglass Blvd,2.0
14426,2 Ave & E 72 St,Walnut Ave & E 136 St,2.0
218294,St. Anns Av & Bruckner Blvd,W Tremont Ave & Grand Ave,2.0
218301,St. Anns Av & Bruckner Blvd,Walton Ave & E 171 St,2.0
53497,Atlantic Ave & Furman St,Onderdonk Ave & Gates Ave,2.0
53504,Atlantic Ave & Furman St,Park Pl & Church St,2.0
168130,Little West St & 1 Pl,Central Park W & W 103 St,2.0
168149,Little West St & 1 Pl,Clinton St & 4 Place,2.0
218290,St. Anns Av & Bruckner Blvd,W 64 St & Thelonious Monk Circle,2.0
113952,E 3 St & 1 Ave,4 Ave & 3 St,2.0
113956,E 3 St & 1 Ave,48 Ave & 5 St,2.0
251941,W 59 St & 10 Ave,Pike St & Monroe St,2.0
251966,W 59 St & 10 Ave,Vernon Blvd & 31 Ave,2.0
251968,W 59 St & 10 Ave,Vernon Blvd & 50 Ave,2.0
252014,W 63 St & Broadway,31 Ave & 14 St,2.0
14405,2 Ave & E 72 St,Stagg St & Morgan Ave,2.0
168124,Little West St & 1 Pl,Cedar St & Myrtle Ave,2.0
9991,12 Ave & W 125 St,Suffolk St & Stanton St,2.0
9995,12 Ave & W 125 St,Tiebout Ave & E Fordham Road,2.0
9997,12 Ave & W 125 St,Union St & Bedford Ave,2.0
53476,Atlantic Ave & Furman St,Myrtle Ave & Lewis Ave,2.0
53481,Atlantic Ave & Furman St,N 15 St & Wythe Ave,2.0
218281,St. Anns Av & Bruckner Blvd,W 35 St & 9 Ave,2.0
218287,St. Anns Av & Bruckner Blvd,W 51 St & Rockefeller Plaza,2.0
71025,Brooklyn Bridge Park - Pier 2,Greene Av & Myrtle Av,2.0
71031,Brooklyn Bridge Park - Pier 2,Greenwich St & Perry St,2.0
71032,Brooklyn Bridge Park - Pier 2,Greenwich St & W Houston St,2.0
113977,E 3 St & 1 Ave,Clinton Ave & Flushing Ave,2.0
113979,E 3 St & 1 Ave,Coffey St & Conover St,2.0
113989,E 3 St & 1 Ave,E 106 St & 1 Ave,2.0
218345,St. Anns Ave & E 144 St,Jerome Ave & Ogden Ave,2.0
218348,St. Anns Ave & E 144 St,Longfellow Ave & E 165 St,2.0
71039,Brooklyn Bridge Park - Pier 2,Harman St & Seneca Ave,2.0
17226,25 Ave & 41 St,48 Ave & 31 St,2.0
17227,25 Ave & 41 St,48 Ave & 5 St,2.0
17228,25 Ave & 41 St,5 St & 51 Ave,2.0
17233,25 Ave & 41 St,Broadway & 12 St,2.0
27680,4 Ave & E 12 St,Dyckman St & Henshaw St,2.0
168155,Little West St & 1 Pl,Columbia Heights & Cranberry St,2.0
168160,Little West St & 1 Pl,Columbus Ave & W 103 St,2.0
223213,Union Ave & Jackson St,W 34 St & 11 Ave,2.0
223215,Union Ave & Jackson St,Washington St & Gansevoort St,2.0
29485,44 Dr & Jackson Ave,Stagg St & Morgan Ave,2.0
29498,44 Dr & Jackson Ave,W 44 St & 11 Ave,2.0
122111,E 55 St & 2 Ave,10 St & 2 Ave,2.0
122116,E 55 St & 2 Ave,2 Ave & E 125 St,2.0
252049,W 63 St & Broadway,Dock St & Front St,2.0
113903,E 27 St & Park Ave S,Riverside Dr & W 82 St,2.0
160793,Kent St & McGuinness Blvd,34th Ave & Vernon Blvd,2.0
160801,Kent St & McGuinness Blvd,5 St & Market St,2.0
160806,Kent St & McGuinness Blvd,Ave D & E 8 St,2.0
160817,Kent St & McGuinness Blvd,Coffey St & Ferris St,2.0
160819,Kent St & McGuinness Blvd,Devoe St & Morgan Ave,2.0
160821,Kent St & McGuinness Blvd,Dock St & Front St,2.0
160822,Kent St & McGuinness Blvd,E 134 St & Walnut Ave,2.0
223212,Union Ave & Jackson St,W 15 St & 10 Ave,2.0
252044,W 63 St & Broadway,Clinton Ave & Flushing Ave,2.0
29540,44 St & 2 Ave,Union St & Nevins St,2.0
29541,44 St & 2 Ave,Van Brunt St & Van Dyke St,2.0
